name,address,hours,lat,lng,rating,district
Уютный дом,"Москва, поселение Сосенское, деревня Сосенки, Сосновая улица, 6",nan,55.571881,37.451854,4.4,
Принц,"Москва, Новоясеневский проспект, 1Б, стр. 4",nan,55.616936,37.512654,4.5,Юго-Западный административный округ
Калач,"Москва, улица Академика Янгеля, 6, корп. 1","ежедневно, 09:00–23:00",55.596078,37.591839,4.9,Южный административный округ
Славянский Град,"Москва, поселение Мосрентген, деревня Мамыри, 3","ежедневно, 10:00–20:00",55.601684,37.482575,4.1,
Каширский Двор-3,"Москва, МКАД, 31-й километр","ежедневно, 08:00–19:00",55.574133,37.599656,4.3,
Ёж,"Москва, Чертановская улица, 48А","ежедневно, 09:00–21:00",55.607414,37.589872,4.0,Южный административный округ
Александрия,"Москва, посёлок Коммунарка, улица Александры Монаховой, 21, стр. 1","ежедневно, 09:00–21:00",55.570576,37.476606,4.3,
Варшавка-33,"Москва, МКАД, 33-й километр, 6",nan,55.578337,37.589024,3.9,Южный административный округ
Тракт,"Москва, МКАД, 32-й километр, с1","ежедневно, 08:00–20:00",55.572965,37.617831,4.6,
Меримис,"Москва, Варшавское шоссе, 135Б","ежедневно, 07:00–23:00",55.596061,37.602949,3.9,Южный административный округ
Евро Сити,"Москва, Варшавское шоссе, 170Г","ежедневно, 09:00–21:00",55.579593,37.590038,3.9,Южный административный округ
Маяк,"Москва, улица Красного Маяка, 15А, стр. 1","ежедневно, 09:00–21:00",55.608602,37.57959,4.2,Южный административный округ
Торгово-деловой центр,"Москва, Новоясеневский проспект, вл3Ас5",nan,55.615704,37.512794,3.8,Юго-Западный административный округ
Selectica,"Москва, Варшавское шоссе, 150, корп. 2","ежедневно, 10:00–22:00",55.598274,37.601976,3.9,Южный административный округ
Баракат,"Москва, Новоясеневский проспект, вл3Ас5",nan,55.61567,37.513078,3.8,Юго-Западный административный округ
Шёлковый путь,"Москва, МКАД, 32-й километр, вл4","ежедневно, 06:00–22:00",55.571055,37.608416,3.8,
Торговый центр,"Москва, поселение Сосенское, посёлок Газопровод, 16",nan,55.58216,37.47596,3.5,
Персей для детей,"Москва, Куликовская улица, 3","ежедневно, 10:00–20:00",55.571531,37.564662,3.9,Юго-Западный административный округ
Малой,"Москва, Ратная улица, 16, корп. 3","ежедневно, 08:00–22:00",55.577384,37.571036,4.2,Юго-Западный административный округ
Россошанка,"Москва, Россошанская улица, 4, корп. 1","ежедневно, 10:00–22:00",55.593242,37.611769,3.8,Южный административный округ
Персей для детей,"Москва, Россошанская улица, 6","ежедневно, 10:00–20:00",55.592707,37.61336,3.8,Южный административный округ
Неринга,"Москва, улица Знаменские Садки, 5Б","ежедневно, 09:00–22:00",55.572136,37.571276,3.8,Юго-Западный административный округ
Торговый центр,"Москва, Россошанская улица, 2, стр. 1","ежедневно, 09:00–23:00",55.594329,37.605579,2.5,Южный административный округ
СБС-Стиль,"Москва, Россошанская улица, 3, корп. 1А, стр. 2","пн-пт 09:00–20:00; сб,вс 09:00–19:00",55.595211,37.607233,3.0,Южный административный округ
Торговый центр W,"Москва, Бирюлёвская улица, 51","ежедневно, 09:00–21:00",55.582677,37.671568,4.5,Южный административный округ
Вантаж,"Москва, Касимовская улица, 22А","ежедневно, 10:00–22:00",55.593958,37.655947,4.1,Южный административный округ
Смолл Бирюлевский,"Москва, Бирюлёвская улица, 26А","ежедневно, 08:00–23:00",55.594643,37.662345,3.9,Южный административный округ
Шком-Бирюлево,"Москва, Бирюлёвская улица, 34","ежедневно, 10:00–21:00",55.591074,37.663552,4.1,Южный административный округ
Бирюлевский,"Москва, Бирюлёвская улица, 43","ежедневно, 10:00–22:00",55.586755,37.666495,4.3,Южный административный округ
Южный полюс,"Москва, Медынская улица, 7","ежедневно, 10:00–22:00",55.586363,37.648256,4.2,Южный административный округ
ТД Царицыно,"Москва, Шипиловский проезд, вл39к3А","ежедневно, 09:00–21:00",55.612392,37.697548,4.1,Южный административный округ
Торговый центр,"Москва, Михневская улица, 7, корп. 2",nan,55.583508,37.662673,4.1,Южный административный округ
Фермер,"Москва, Бирюлёвская улица, 38, стр. 3","ежедневно, 09:00–21:00",55.587816,37.663509,4.0,Южный административный округ
Торговый центр,"Москва, Бирюлёвская улица, 29Б","ежедневно, 09:00–22:00",55.592178,37.664418,3.8,Южный административный округ
Бирюза,"Москва, Булатниковская улица, 2А","ежедневно, 10:00–20:30",55.580436,37.651836,4.0,Южный административный округ
МЦ Москва,"Москва, Каширское шоссе, 61, корп. 3А","ежедневно, 10:00–21:00",55.617448,37.715173,4.2,Южный административный округ
Торговый центр,"Булатниковский проезд, 14, корп. 7","ежедневно, 09:00–21:00",55.580855,37.657619,4.0,Южный административный округ
Торговый центр,"Москва, Каширское шоссе, 96, корп. 1",nan,55.614943,37.712461,4.3,Южный административный округ
Торговый центр,"Москва, Домодедовская улица, вл12к1","ежедневно, 09:00–21:00",55.613461,37.70571,3.9,Южный административный округ
ТЦ Бирюлево,"Москва, Булатниковская улица, 1, корп. 1А","ежедневно, круглосуточно",55.579189,37.657991,3.7,Южный административный округ
Торговый центр,"Москва, Михневская улица, 2Д, стр. 1","ежедневно, 07:00–22:00",55.582042,37.661531,3.4,Южный административный округ
Лабиринт,"Москва, Шипиловский проезд, 43, корп. 2","пн-пт 09:00–20:30; сб,вс 10:00–20:00",55.61133,37.699131,3.8,Южный административный округ
Торговый центр,"Москва, Шипиловская улица, 32А",nan,55.61984,37.718261,3.8,Южный административный округ
Облака,"Москва, Ореховый бульвар, 22А","ежедневно, 10:00–22:00",55.612128,37.732698,4.5,Южный административный округ
Домодедовский,"Москва, Ореховый бульвар, 14, корп. 3","ежедневно, 10:00–22:00",55.609742,37.719906,4.5,Южный административный округ
Столица,"Москва, Кустанайская улица, 6","пн-пт 08:00–23:00; сб,вс 09:00–23:00",55.619605,37.752185,4.5,Южный административный округ
ТЦ W,"Москва, Елецкая улица, 15","ежедневно, 08:00–00:00",55.60722,37.733698,4.3,Южный административный округ
Галерея Водолей,"Москва, Ореховый бульвар, 15","ежедневно, 10:00–22:00",55.612668,37.72,4.3,Южный административный округ
Ясный,"Москва, Каширское шоссе, 65, корп. 3",nan,55.599025,37.726046,4.3,Южный административный округ
На Воронежской,"Москва, Воронежская улица, 44, корп. 1А",nan,55.610371,37.746604,4.6,Южный административный округ
Фея,"Москва, улица Генерала Белова, 29","ежедневно, 09:00–22:00",55.614866,37.720953,4.2,Южный административный округ
Галерея 9-18,"Алматы, микрорайон Тау-Самал, Олимпийская улица, 6",nan,55.585036,37.723319,4.3,
Каширский,"Москва, Каширское шоссе, 142, корп. 1","ежедневно, 09:00–22:00",55.59737,37.723514,4.5,Южный административный округ
Смолл Борисовский,"Москва, Борисовский проезд, вл46А","ежедневно, 10:00–22:00",55.613453,37.729709,4.0,Южный административный округ
МебельГрад,"Москва, улица Генерала Белова, 35",nan,55.610852,37.723539,4.4,Южный административный округ
