name,address,hours,lat,lng,rating,district
Капитолий,"Москва, Правобережная улица, 1Б","ежедневно, 10:00–22:00",55.880803,37.449824,4.7,Северный административный округ
Dexter,"Москва, МКАД, 78-й километр, 14, корп. 1","ежедневно, 10:00–21:00",55.893082,37.501263,4.3,Северный административный округ
РИО,"Москва, Дмитровское шоссе, 163А, корп. 1","ежедневно, 10:00–22:00",55.909388,37.539546,4.8,Северо-Восточный административный округ
Экстрим,"Москва, Смольная улица, 63Б","ежедневно, 10:00–21:00",55.869937,37.469915,4.7,Северный административный округ
Discovery,"Москва, улица Дыбенко, 7/1","ежедневно, 09:00–21:00",55.878662,37.479251,4.3,Северный административный округ
Декстер,"Москва, МКАД, 78-й километр, 14к1","ежедневно, 10:00–21:00",55.893181,37.50108,4.3,Северный административный округ
Торговый центр Бусиново,"Москва, улица Маршала Федоренко, 12","ежедневно, 09:00–23:00",55.881743,37.488798,4.1,Северный административный округ
Зиг-Заг,"Москва, Лобненская улица, 4А","ежедневно, 10:00–21:00",55.889741,37.538414,4.3,Северный административный округ
Бусинка,"Москва, улица Бусиновская Горка, 2с3",nan,55.882978,37.495826,3.8,Северный административный округ
Зодиак,"Москва, Лобненская улица, 14","ежедневно, 08:00–23:00",55.893918,37.52509,3.7,Северный административный округ
Северный,"Москва, Зеленоградская улица, 18А","ежедневно, 09:00–22:00",55.869583,37.507801,4.4,Северный административный округ
Весна,"Москва, Алтуфьевское шоссе, 1-й километр, вл3с1","ежедневно, 10:00–22:00",55.913052,37.584917,4.9,
Маркос-Молл,"Москва, Алтуфьевское шоссе, 70, корп. 1","ежедневно, 10:00–22:00",55.8883,37.588462,4.4,Северо-Восточный административный округ
Место встречи Будапешт,"Москва, улица Лескова, 14","ежедневно, 10:00–22:00",55.897419,37.604505,4.6,Северо-Восточный административный округ
ТЦ Алтуфьево,"Москва, Алтуфьевское шоссе, 95","ежедневно, 08:00–23:00",55.901984,37.585843,4.2,Северо-Восточный административный округ
Александр Лэнд,"Москва, улица Пришвина, 22","пн-пт 10:00–21:00; сб,вс 10:00–22:00",55.885702,37.602471,4.5,Северо-Восточный административный округ
Место встречи Марс,"Москва, Инженерная улица, 1","ежедневно, 10:00–22:00",55.878849,37.582266,4.5,Северо-Восточный административный округ
Весна,"Москва, МКАД, 84-й километр, вл1","ежедневно, 10:00–22:00",55.91113,37.587081,4.9,
Ареал,"Москва, Алтуфьевское шоссе, 86, корп. 1","ежедневно, 09:00–22:00",55.897734,37.588207,4.1,Северо-Восточный административный округ
Наш,"Москва, Алтуфьевское шоссе, 72",nan,55.890204,37.588038,1.4,Северо-Восточный административный округ
Петровский,"Москва, Дубнинская улица, 30","ежедневно, 10:00–22:00",55.877447,37.559002,4.8,Северный административный округ
Лианозово,"Москва, Лианозовский проезд, вл1Г","ежедневно, 09:00–02:00",55.897526,37.554184,1.4,Северо-Восточный административный округ
Арфа,"Москва, Алтуфьевское шоссе, 80","ежедневно, 08:00–23:00",55.894351,37.587923,4.1,Северо-Восточный административный округ
Мебель Сити,"Москва, Дмитровское шоссе, 118, корп. 1","пн-пт 11:00–21:00; сб,вс 10:00–21:00",55.905814,37.543864,4.2,Северо-Восточный административный округ
Час Пик,"Москва, МКАД, 87-й километр, 8","ежедневно, 10:00–22:00",55.898588,37.628959,4.4,Северо-Восточный административный округ
Торговый центр,"Москва, Мурановская улица, 9","ежедневно, 10:00–20:30",55.892697,37.599393,4.2,Северо-Восточный административный округ
XL-Эконом,"Москва, Дубнинская улица, 52, стр. 1","ежедневно, 10:00–20:00",55.895864,37.556653,4.0,Северный административный округ
Мульти,"Москва, улица 800-летия Москвы, 22, корп. 2","ежедневно, 09:00–21:00",55.879144,37.556695,4.3,Северный административный округ
Изумруд,"Москва, улица Пришвина, 3Г","ежедневно, 09:00–23:00",55.889699,37.594084,4.1,Северо-Восточный административный округ
Марка,"Москва, Инженерная улица, 5","ежедневно, 10:00–22:00",55.879282,37.579525,4.2,Северо-Восточный административный округ
РТС,"Москва, Дмитровское шоссе, 98С","ежедневно, 10:00–22:00",55.879268,37.547026,4.1,Северный административный округ
Обувной центр,"Москва, Алтуфьевское шоссе, 84","ежедневно, 10:00–21:00",55.89608,37.588047,3.8,Северо-Восточный административный округ
Торговый комплекс,"Москва, улица Плещеева, 4, корп. 1, стр. 1",nan,55.883192,37.604759,4.1,Северо-Восточный административный округ
Иринка,"Москва, Дубнинская улица, 50","ежедневно, 08:00–23:00",55.89353,37.558297,3.7,Северный административный округ
Мебель России,"Москва, улица Пришвина, 17","ежедневно, 10:00–21:00",55.887179,37.602592,4.3,Северо-Восточный административный округ
Мята,"Москва, Дубнинская улица, 32",nan,55.883507,37.558334,4.4,Северный административный округ
Летний сад,"Москва, Дмитровское шоссе, 107, корп. 1",nan,55.880398,37.543155,4.1,Северный административный округ
Гран Плюс,"Москва, улица Лескова, 19Ас2",nan,55.893824,37.617032,3.8,Северо-Восточный административный округ
ТД Висти,"Москва, Дубнинская улица, 75, стр. 1А","ежедневно, 07:00–22:00",55.885899,37.556499,3.6,Северный административный округ
Гран плюс,"Москва, улица Лескова, 19А","ежедневно, круглосуточно",55.89419,37.617231,3.8,Северо-Восточный административный округ
Гран плюс,"Москва, улица Плещеева, 4, корп. 1","ежедневно, 09:00–21:00",55.88316,37.605523,3.8,Северо-Восточный административный округ
Универсам,"Москва, улица Конёнкова, 19","ежедневно, 08:00–23:00",55.893304,37.610774,3.3,Северо-Восточный административный округ
Строймастер,"Москва, Дубнинская улица, 79, корп. 1",nan,55.890217,37.55561,3.0,Северный административный округ
Якорь,"Москва, улица Лескова, 26А",nan,55.894524,37.61323,2.7,Северо-Восточный административный округ
Клён,"Москва, Староватутинский проезд, 14","ежедневно, 10:00–22:00",55.875735,37.665401,4.1,Северо-Восточный административный округ
Ханой-Москва,"Москва, Ярославское шоссе, 146, корп. 1","ежедневно, 10:00–22:00",55.877748,37.730958,4.8,Северо-Восточный административный округ
Фортуна,"Москва, Широкая улица, 12Б","ежедневно, 09:00–21:00",55.886611,37.660745,4.1,Северо-Восточный административный округ
Большая Медведица,"Москва, Студёный проезд, 7А","ежедневно, 10:00–20:00",55.893445,37.662553,3.9,Северо-Восточный административный округ
Медведковский,"Москва, Широкая улица, 13А","ежедневно, 10:00–21:00",55.887932,37.662398,4.0,Северо-Восточный административный округ
EgoMall,"Москва, проезд Дежнёва, 21","ежедневно, 10:00–22:00",55.870392,37.638014,4.3,Северо-Восточный административный округ
Торговый центр Свиблово,"Москва, Снежная улица, 27","ежедневно, 10:00–22:00",55.856186,37.653418,4.4,Северо-Восточный административный округ
FORT,"Москва, улица Декабристов, 12","ежедневно, 10:00–22:00",55.863187,37.601976,4.5,Северо-Восточный административный округ
АссортиДа,"Москва, Широкая улица, 27","ежедневно, 09:00–22:00",55.887685,37.675711,4.1,Северо-Восточный административный округ
Радужный,"Москва, Енисейская улица, 19, корп. 1","ежедневно, 10:00–22:00",55.869203,37.663169,4.1,Северо-Восточный административный округ
Ньюдэл,"Москва, улица Малыгина, 7","ежедневно, 09:00–23:00",55.880696,37.694824,4.1,Северо-Восточный административный округ
Дудинка,"Москва, улица Дудинка, 3","ежедневно, 09:00–21:00",55.861865,37.688165,4.3,Северо-Восточный административный округ
Рапира-XXI,"Москва, улица Грекова, 3Д","ежедневно, 09:00–21:00",55.885336,37.660948,3.9,Северо-Восточный административный округ
Лось,"Москва, Анадырский проезд, 63А","ежедневно, 08:00–23:00",55.880397,37.709019,4.1,Северо-Восточный административный округ
Дом мебели,"Москва, Полярная улица, 21","ежедневно, 09:00–21:00",55.879535,37.634633,4.0,Северо-Восточный административный округ
Вавилон-92,"Москва, проезд Дежнёва, 23","ежедневно, 09:00–23:00",55.869952,37.636856,4.1,Северо-Восточный административный округ
Виктория,"Москва, улица Егора Абакумова, 14А","ежедневно, 09:00–21:00",55.880347,37.712744,4.1,Северо-Восточный административный округ
Кондор,"Москва, улица Менжинского, 32","ежедневно, 10:00–21:00",55.869643,37.666656,4.0,Северо-Восточный административный округ
Лосинка,"Москва, Анадырский проезд, 8",nan,55.863212,37.682134,4.2,Северо-Восточный административный округ
Лосиноостровский,"Москва, Анадырский проезд, 8, корп. 1","ежедневно, 08:00–20:00",55.863564,37.682724,4.1,Северо-Восточный административный округ
114 Яр,"Москва, Ярославское шоссе, 114, корп. 1","ежедневно, 10:00–20:00",55.866419,37.707268,4.3,Северо-Восточный административный округ
Енисей,"Москва, Енисейская улица, 5к2",nan,55.859924,37.659242,4.1,Северо-Восточный административный округ
Лучик,"Москва, Алтуфьевское шоссе, 27","ежедневно, 10:00–20:00",55.857062,37.583389,4.2,Северо-Восточный административный округ
Фермерский рынок Отрадное,"Москва, улица Декабристов, 15А","ежедневно, 09:00–21:00",55.865225,37.604441,4.2,Северо-Восточный административный округ
Камп,"Москва, улица Менжинского, 36","ежедневно, 09:00–21:00",55.870456,37.663167,3.9,Северо-Восточный административный округ
Улей,"Москва, Алтуфьевское шоссе, 24, корп. 1","ежедневно, 10:00–22:00",55.862936,37.585165,4.1,Северо-Восточный административный округ
Районный центр Байконур,"Москва, улица Декабристов, 17",nan,55.864896,37.605035,4.2,Северо-Восточный административный округ
Ярославский,"Москва, Ярославское шоссе, 114, корп. 1","ежедневно, 10:00–20:00",55.866324,37.707539,4.3,Северо-Восточный административный округ
Семейный универмаг,"Москва, Анадырский проезд, 17",nan,55.863877,37.682455,3.7,Северо-Восточный административный округ
Август,"Москва, улица Лётчика Бабушкина, 32, корп. 3",nan,55.870938,37.676621,4.1,Северо-Восточный административный округ
Ярославчик,"Москва, Ярославское шоссе, 137","ежедневно, 10:00–22:00",55.878968,37.720321,3.5,Северо-Восточный административный округ
ВВС,"Москва, улица Хачатуряна, вл15Б","ежедневно, 10:00–22:00",55.86297,37.603941,3.8,Северо-Восточный административный округ
Мусоргский,"Москва, улица Мусоргского, 1Б","ежедневно, 08:00–23:00",55.86237,37.620018,3.6,Северо-Восточный административный округ
Торговый центр,"Москва, улица Декабристов, 21Г","ежедневно, 10:00–21:00",55.863767,37.607029,3.3,Северо-Восточный административный округ
Садко,"Москва, Анадырский проезд, 17",nan,55.863927,37.682351,3.8,Северо-Восточный административный округ
Калейдоскоп,"Москва, Сходненская улица, 56","ежедневно, 10:00–22:00",55.850481,37.444372,5.0,Северо-Западный административный округ
Метрополис,"Москва, Ленинградское шоссе, 16Ас4","ежедневно, 10:00–23:00",55.823493,37.497698,5.0,Северный административный округ
Водный,"Москва, Головинское шоссе, 5, корп. 1","ежедневно, 10:00–22:00",55.840265,37.491685,4.3,Северный административный округ
Речной,"Москва, Фестивальная улица, 2Б","ежедневно, 10:00–22:00",55.855145,37.477826,4.4,Северный административный округ
Место встречи Нева,"Москва, Беломорская улица, 16А","ежедневно, 10:00–22:00",55.862752,37.471208,4.5,Северный административный округ
Интер Север,"Москва, Ленинградское шоссе, 51",nan,55.851074,37.467224,4.2,Северный административный округ
ТПУ Планерная,"Москва, Планерная улица, 7","ежедневно, 10:00–22:00",55.862684,37.435005,4.3,Северо-Западный административный округ
Гавань,"Москва, Кронштадтский бульвар, 3А","ежедневно, 09:00–22:00",55.840957,37.485338,4.3,Северный административный округ
Торговый центр,"Москва, Сходненская улица, 25","ежедневно, 08:00–23:00",55.845976,37.438841,4.2,Северо-Западный административный округ
Митинский радиорынок,"Москва, Пятницкое шоссе, 18","ежедневно, 09:00–20:00",55.844334,37.383633,4.7,Северо-Западный административный округ
Флотилия,"Москва, Флотская улица, 7, стр. 1","ежедневно, 10:00–22:00",55.85412,37.497074,4.3,Северный административный округ
Family Room,"Москва, Ленинградское шоссе, 25","ежедневно, 10:00–21:00",55.827944,37.489353,4.3,Северный административный округ
Место встречи Рассвет,"Москва, улица Зои и Александра Космодемьянских, 23","ежедневно, 10:00–22:00",55.8238,37.518274,4.7,Северный административный округ
Праздник,"Москва, Тушинская улица, 17","ежедневно, 09:00–21:00",55.826742,37.444871,4.2,Северо-Западный административный округ
У Водного,"Москва, Кронштадтский бульвар, 7Б","ежедневно, 09:00–20:00",55.842639,37.487098,4.3,Северный административный округ
Торговый центр Ховрино,"Москва, Петрозаводская улица, 24Б","ежедневно, 09:00–21:00",55.867097,37.49376,4.2,Северный административный округ
Интер-Север,"Москва, Фестивальная улица, 2А","ежедневно, 10:00–22:00",55.854342,37.476176,4.0,Северный административный округ
Оникс,"Москва, бульвар Яна Райниса, 1","ежедневно, 09:00–20:00",55.85011,37.437795,4.2,Северо-Западный административный округ
Невский Причал,"Москва, улица Адмирала Макарова, 6, стр. 13",пн-пт 09:00–21:00; сб 10:00–21:00; вс 11:00–21:00,55.835606,37.490561,4.2,Северный административный округ
Ховринский Хозяин,"Москва, Фестивальная улица, 28с1","ежедневно, 10:00–20:00",55.861179,37.50302,4.2,Северный административный округ
Персей для детей,"Москва, Ленинградское шоссе, 58, стр. 26","ежедневно, 10:00–20:00",55.842549,37.484148,4.0,Северный административный округ
Baby Store,"Москва, Старопетровский проезд, 1, стр. 2","ежедневно, 10:00–22:00",55.823619,37.500261,4.2,Северный административный округ
Ладный,"Москва, Тушинская улица, 18","ежедневно, 10:00–22:00",55.827437,37.443658,4.2,Северо-Западный административный округ
Авиатор,"Москва, Тушинская улица, 16","ежедневно, 10:00–22:00",55.827266,37.444869,2.3,Северо-Западный административный округ
Крона,"Москва, Кронштадтский бульвар, 7","ежедневно, 10:00–21:00",55.840872,37.48725,4.0,Северный административный округ
Межрегиональная ярмарка,"Москва, улица Свободы, вл57",вт-вс 10:00–20:00,55.850818,37.451133,3.8,Северо-Западный административный округ
На Смольной,"Москва, Смольная улица, 24Б","ежедневно, 10:00–20:00",55.860842,37.483349,4.0,Северный административный округ
Оранжевый мир,"Москва, улица Героев Панфиловцев, 1А",пн-сб 10:00–21:00; вс 10:00–20:00,55.851587,37.438565,3.8,Северо-Западный административный округ
Арфа,"Москва, МКАД, 73-й километр, 7","ежедневно, 10:00–22:00",55.87649,37.422221,4.0,Северо-Западный административный округ
Гвоздь,"Москва, Волоколамское шоссе, 103","ежедневно, 08:00–21:00",55.830432,37.396843,4.0,Северо-Западный административный округ
Грамзапись,"Москва, Кронштадтский бульвар, 7","ежедневно, 10:00–21:00",55.84077,37.487282,3.9,Северный административный округ
Крон парк,"Москва, Кронштадтский бульвар, 9, стр. 4",nan,55.843162,37.488449,4.0,Северный административный округ
Торговый центр Покровское-Стрешнево,"Москва, проезд Стратонавтов, 9, корп. 2","ежедневно, 09:00–22:00",55.827126,37.436708,3.8,Северо-Западный административный округ
Купчино,"Москва, Тушинская улица, 8","ежедневно, 08:00–23:00",55.827026,37.450511,3.9,Северо-Западный административный округ
Торговый центр,"Москва, Кронштадтский бульвар, 3, стр. 15","ежедневно, круглосуточно",55.839467,37.486656,3.2,Северный административный округ
Родник,"Москва, Новотушинский проезд, 10, корп. 2","ежедневно, 09:00–22:00",55.840467,37.380849,4.9,Северо-Западный административный округ
Криста,"Москва, бульвар Яна Райниса, 10",пн-сб 10:00–20:00; вс 10:00–19:00,55.850183,37.426224,3.4,Северо-Западный административный округ
Турист,"Москва, Туристская улица, 13, корп. 2","ежедневно, 10:00–20:00",55.849979,37.422171,3.5,Северо-Западный административный округ
Ноев ковчег,"Москва, Соболевский проезд, 22, стр. 1","ежедневно, 09:00–22:00",55.833739,37.52315,4.0,Северный административный округ
Фермерский рынок,"Москва, Тушинская улица, 16","ежедневно, 08:00–22:00",55.827439,37.444907,3.9,Северо-Западный административный округ
Пятница,"Москва, Пятницкое шоссе, 15, корп. 4","ежедневно, круглосуточно",55.841648,37.378769,3.7,Северо-Западный административный округ
Алтуфьевский,"Москва, Алтуфьевское шоссе, 8","ежедневно, 10:00–22:00",55.852773,37.585613,3.7,Северо-Восточный административный округ
Парус,"Москва, Локомотивный проезд, 4","ежедневно, 10:00–22:00",55.8379,37.576659,4.3,Северный административный округ
Xl Дмитровка,"Москва, Дмитровское шоссе, 89","ежедневно, 10:00–22:00",55.863769,37.545826,4.4,Северный административный округ
Metromall,"Москва, Дмитровское шоссе, 73, стр. 1","ежедневно, 10:00–22:00",55.857049,37.559014,4.1,Северный административный округ
Парк Хаус,"Москва, Сигнальный проезд, 17","ежедневно, 10:00–22:00",55.850882,37.597259,4.2,Северо-Восточный административный округ
Вега,"Москва, улица Линии Октябрьской Железной Дороги, 2, стр. 2","ежедневно, 10:00–22:00",55.838577,37.572404,4.0,Северный административный округ
Колизей,"Москва, Дмитровское шоссе, 62, стр. 5","ежедневно, круглосуточно",55.854249,37.564554,3.6,Северный административный округ
Владыкино,"Москва, Сигнальный проезд, 6А","ежедневно, 09:00–23:00",55.848769,37.590753,1.4,Северо-Восточный административный округ
Белорусский торгово-выставочный и информационно-маркетинговый центр,"Москва, проспект Мира, 119, стр. 18","пн-пт 11:00–19:00; сб,вс 11:00–20:00",55.831723,37.625183,4.3,Северо-Восточный административный округ
Торговый центр,"Москва, улица Яблочкова, 21Б",nan,55.819293,37.576734,4.2,Северо-Восточный административный округ
Метромаркет,"Москва, Дмитровское шоссе, 13А","ежедневно, 10:00–22:00",55.81873,37.573481,4.1,Северный административный округ
Депо Молл,"Москва, улица Яблочкова, 19Г","ежедневно, 10:00–21:00",55.81921,37.57868,4.1,Северо-Восточный административный округ
Депо Молл,"Москва, улица Яблочкова, 21, стр. 3","ежедневно, 10:00–21:00",55.819374,37.577228,3.9,Северо-Восточный административный округ
Метро М,"Москва, Дмитровское шоссе, 15, корп. 1",nan,55.819473,37.573483,3.5,Северный административный округ
Европолис,"Москва, проспект Мира, 211, корп. 2","ежедневно, 10:00–22:00",55.845991,37.661785,4.7,Северо-Восточный административный округ
РМ,"Москва, 1-я Останкинская улица, 55","ежедневно, 10:00–22:00",55.824311,37.634407,3.8,Северо-Восточный административный округ
Чукотка,"Москва, Снежная улица, 16, корп. 1","ежедневно, 08:00–23:00",55.851162,37.646013,4.2,Северо-Восточный административный округ
Компас,"Москва, улица Красная Сосна, 2А","ежедневно, 08:00–01:00",55.851246,37.678676,3.8,Северо-Восточный административный округ
Восток-50,"Москва, Открытое шоссе, 24, корп. 11","ежедневно, 09:00–23:00",55.823257,37.75679,4.2,Восточный административный округ
Любимый,"Москва, улица Бориса Галушкина, 10",nan,55.824213,37.652984,4.0,Северо-Восточный административный округ
Рапира XXI,"Москва, 1-я Останкинская улица, 53","ежедневно, 09:00–21:00",55.82391,37.632009,3.9,Северо-Восточный административный округ
Радонеж,"Москва, Уральская улица, 25","ежедневно, 10:00–21:00",55.823597,37.807573,4.1,Восточный административный округ
Торговый центр,"Москва, Снежная улица, 16, корп. 6","ежедневно, круглосуточно",55.851795,37.646165,3.8,Северо-Восточный административный округ
Торговый центр,"Москва, Снежная улица, 13, корп. 1","ежедневно, 10:00–21:00",55.852262,37.645514,2.5,Северо-Восточный административный округ
Дарья,"Москва, Строгинский бульвар, 1","ежедневно, 10:00–22:00",55.805942,37.395498,4.3,Северо-Западный административный округ
Лукоморье,"Москва, Строгинский бульвар, 1, корп. 2","ежедневно, 10:00–23:00",55.805797,37.396678,1.1,Северо-Западный административный округ
Бенефис,"Москва, улица Маршала Катукова, 18","ежедневно, 10:00–23:00",55.806663,37.406247,4.2,Северо-Западный административный округ
Солнечный ветер,"Москва, улица Маршала Катукова, 25","ежедневно, 10:00–22:00",55.805381,37.414686,4.2,Северо-Западный административный округ
АссортиДа,"Москва, улица Маршала Катукова, 11, корп. 1","ежедневно, 09:00–21:00",55.811026,37.403342,4.3,Северо-Западный административный округ
Торговый центр,"Москва, улица Маршала Катукова, 23",nan,55.805516,37.413262,4.2,Северо-Западный административный округ
ТЦ Рублево,"Москва, посёлок Рублёво, улица Василия Ботылёва, 14А","ежедневно, 09:00–23:00",55.787841,37.355608,4.5,Западный административный округ
Северная Европа,"Москва, Таллинская улица, 26","ежедневно, 10:00–21:00",55.800083,37.407355,3.9,Северо-Западный административный округ
Ибица,"Москва, улица Исаковского, 33",nan,55.804885,37.41954,4.1,Северо-Западный административный округ
В142,"Москва, Волоколамское шоссе, 142с7",пн-пт 09:00–18:00,55.83022,37.371964,4.9,Северо-Западный административный округ
Торговый центр,"Москва, проспект Маршала Жукова, 74, корп. 3",nan,55.780852,37.452049,3.3,Северо-Западный административный округ
Пятая Авеню,"Москва, улица Маршала Бирюзова, 32","ежедневно, 10:00–22:00",55.799804,37.482988,4.4,Северо-Западный административный округ
Авиапарк,"Москва, улица Авиаконструктора Микояна, 10","пн-чт 10:00–22:00; пт,сб 10:00–23:00; вс 10:00–22:00",55.790491,37.531373,5.0,Северный административный округ
Хорошо!,"Москва, Хорошёвское шоссе, 27","ежедневно, 10:00–22:00",55.777204,37.523292,4.9,Северный административный округ
Щука,"Москва, Щукинская улица, 42","ежедневно, 10:00–22:00",55.809462,37.463943,4.6,Северо-Западный административный округ
Галерея Аэропорт,"Москва, Ленинградский проспект, 62А","ежедневно, 10:00–23:00",55.801765,37.531894,4.4,Северный административный округ
Метромаркет,"Москва, Ленинградский проспект, 76А","ежедневно, 10:00–22:00",55.805812,37.515043,4.2,Северный административный округ
Крылья,"Москва, Авиационная улица, 66","ежедневно, 10:00–22:00",55.809652,37.460535,4.2,Северо-Западный административный округ
Дарья,"Москва, улица Народного Ополчения, 46, корп. 1","ежедневно, 10:00–22:00",55.792914,37.493626,3.9,Северо-Западный административный округ
Пассаж,"Москва, улица Народного Ополчения, 47, корп. 1, стр. 1","ежедневно, 10:00–22:00",55.793341,37.492414,3.8,Северо-Западный административный округ
Социум-Сокол,"Москва, Балтийская улица, 15","ежедневно, 09:00–22:00",55.811186,37.514641,4.0,Северный административный округ
Европа,"Москва, улица Народного Ополчения, 22, корп. 1","ежедневно, 10:00–21:00",55.778589,37.479805,4.0,Северо-Западный административный округ
Сфера,"Москва, улица Габричевского, 10, корп. 1","ежедневно, 09:00–22:00",55.816664,37.459961,4.0,Северо-Западный административный округ
Торговый центр,"Москва, проспект Маршала Жукова, 52",пн-сб 11:00–21:00; вс 11:00–19:00,55.777748,37.464257,3.9,Северо-Западный административный округ
Октябрьский,"Москва, улица Маршала Малиновского, 8","ежедневно, 09:00–22:00",55.792681,37.494179,1.1,Северо-Западный административный округ
Торговый центр,"Москва, Ленинградский проспект, 73А, стр. 3",nan,55.803242,37.513443,3.2,Северный административный округ
Торговый дом Забытые традиции,"Москва, Ленинградский проспект, 47, стр. 10",пн-пт 09:00–18:00,55.799869,37.531645,4.1,Северный административный округ
Московские товары,"Москва, проспект Маршала Жукова, 23",пн-сб 10:00–20:00; вс 10:00–19:00,55.775279,37.48563,3.9,Северо-Западный административный округ
Новый,"Москва, Хорошёвское шоссе, 88, стр. 1","ежедневно, 10:00–21:00",55.777581,37.516916,4.7,Северный административный округ
Красная Пресня,"Москва, 2-й Хорошёвский проезд, 7, стр. 17","ежедневно, 09:00–20:00",55.772763,37.533154,4.9,Северный административный округ
Food Time,"Москва, Часовая улица, 16, стр. 1","ежедневно, 10:00–22:00",55.809073,37.530496,4.0,Северный административный округ
Кэмз,"Москва, 4-я Магистральная улица, 13, стр. 2",nan,55.769501,37.516602,4.0,Северный административный округ
Принцип,"Москва, Часовая улица, 16","ежедневно, 10:00–20:00",55.808716,37.529965,2.5,Северный административный округ
Вятский,"Москва, Вятская улица, 41Г, стр. 1","ежедневно, 08:00–20:00",55.800406,37.577813,4.3,Северный административный округ
Савёловский,"Москва, улица Сущёвский Вал, 5, стр. 1А","ежедневно, 10:00–21:00",55.794217,37.592608,1.4,Северо-Восточный административный округ
Дизайн-завод Flacon,"Москва, Большая Новодмитровская улица, 36, стр. 2",пн-пт 10:00–20:00,55.805128,37.585005,4.9,Северо-Восточный административный округ
Арена Плаза,"Москва, Ленинградский проспект, 36","ежедневно, 10:00–22:00",55.791056,37.559328,4.5,Северный административный округ
Парк 11,"Москва, Тимирязевская улица, 2/3","ежедневно, 08:00–23:00",55.80784,37.573443,4.2,Северный административный округ
Райкин Плаза,"Москва, Шереметьевская улица, 6, корп. 1","ежедневно, 10:00–22:00",55.795716,37.616981,4.6,Северо-Восточный административный округ
Бутырский рынок,"Москва, 1-я Квесисская улица, 18","ежедневно, 09:00–21:00",55.793837,37.578599,4.3,Северный административный округ
Торговый дом Савеловский,"Москва, улица Сущёвский Вал, 5, стр. 20","ежедневно, 10:00–20:00",55.793527,37.592931,4.4,Северо-Восточный административный округ
Капитолий,"Москва, Шереметьевская улица, 20","ежедневно, 10:00–22:00",55.803301,37.619107,4.5,Северо-Восточный административный округ
Совёнок,"Москва, улица Сущёвский Вал, 5с9","ежедневно, 10:00–21:00",55.795748,37.59338,4.3,Северо-Восточный административный округ
Савёловский,"Москва, улица Сущёвский Вал, 5с11","ежедневно, 10:00–21:00",55.796844,37.593874,4.9,Северо-Восточный административный округ
Динамо,"Москва, Театральная аллея, 3, стр. 1","ежедневно, 10:00–23:00",55.793073,37.560273,4.9,Северный административный округ
Марсаков,"Москва, Новодмитровская улица, 1, стр. 23","ежедневно, 11:00–21:00",55.806287,37.584608,4.2,Северо-Восточный административный округ
Палладиум,"Москва, Ленинградский проспект, 37, стр. 12","ежедневно, 10:00–20:00",55.794237,37.543415,4.2,Северный административный округ
Мобильный,"Москва, улица Сущёвский Вал, 5с8","ежедневно, 10:00–21:00",55.795515,37.592142,4.1,Северо-Восточный административный округ
Тишинка,"Москва, Тишинская площадь, 1, стр. 1","ежедневно, 10:00–23:00",55.769105,37.583226,4.3,Центральный административный округ
Старт,"Москва, Ленинградский проспект, 37Б","ежедневно, 10:00–21:00",55.790356,37.54434,4.0,Северный административный округ
На Беговой,"Москва, Хорошёвское шоссе, 16, стр. 3","ежедневно, 10:00–22:00",55.774201,37.545828,4.9,Северный административный округ
Торговый центр,"Москва, улица Верхняя Масловка, 10, стр. 4",nan,55.793355,37.56572,3.4,Северный административный округ
Зелёный,"Москва, Огородный проезд, 10","ежедневно, 09:00–22:00",55.813455,37.603689,1.4,Северо-Восточный административный округ
Торговый центр,"Москва, улица Сущёвский Вал, 5, стр. 19",nan,55.794393,37.593775,4.4,Северо-Восточный административный округ
Торговый центр,"Москва, Ленинградский проспект, 31А, стр. 1","ежедневно, 10:00–21:00",55.783355,37.559697,3.8,Северный административный округ
Сафа,"Москва, Новослободская улица, 3",пн-чт 10:00–19:00; пт-вс 10:00–18:00,55.7793,37.600513,3.4,Центральный административный округ
Центр-Менеджмент,"Москва, Тишинская площадь, 1, стр. 1","ежедневно, 10:00–21:00",55.769417,37.583287,3.7,Центральный административный округ
Тройка,"Москва, Верхняя Красносельская улица, 3А","ежедневно, 09:00–22:00",55.785998,37.665864,4.7,Центральный административный округ
ТЦ Сокольники,"Москва, Русаковская улица, 31","ежедневно, 10:00–22:00",55.788435,37.678659,4.3,Восточный административный округ
Галерея спорта,"Москва, Сокольническая площадь, 4к1-2",пн-сб 10:00–20:00; вс 10:00–19:00,55.789171,37.677875,4.2,Восточный административный округ
Московский,"Москва, Комсомольская площадь, 6","ежедневно, 09:00–22:00",55.7759,37.660524,4.9,Центральный административный округ
Олимпик Плаза,"Москва, проспект Мира, 33, корп. 1",пн-сб 10:00–21:00; вс 10:00–20:00,55.780334,37.631943,4.2,Центральный административный округ
Бэмби,"Москва, Краснобогатырская улица, 31, корп. 2","ежедневно, 09:00–23:00",55.809582,37.705166,4.4,Восточный административный округ
Ярославский,"Москва, проспект Мира, 122, корп. 1",пн-сб 09:00–20:00; вс 09:00–19:00,55.812325,37.640818,3.8,Северо-Восточный административный округ
Зенит,"Москва, Сокольническая площадь, 9","ежедневно, 10:00–21:00",55.790647,37.680111,4.3,Восточный административный округ
Краснопрудный,"Москва, Краснопрудная улица, 15","ежедневно, 10:00–22:00",55.780955,37.667977,4.9,Центральный административный округ
