acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
0.00381,0.481,232960.0,0.765,0.000737,G,0.119,-4.025,Major,0.0388,102.829,0.465,Rock
0.179,0.632,271747.0,0.733,1.04e-05,G#,0.0988,-6.924,Major,0.0293,107.056,0.7070000000000001,Rock
0.0122,0.536,209040.0,0.923,0.0,D,0.142,-3.494,Major,0.125,160.03,0.77,Rock
0.165,0.537,331227.0,0.487,1.66e-05,G,0.0817,-9.183,Major,0.0297,94.094,0.207,Rock
0.314,0.455,283640.0,0.437,0.0,E,0.501,-11.411,Major,0.0278,81.396,0.7240000000000001,Rock
0.0709,0.647,215400.0,0.8959999999999999,0.0505,E,0.0614,-5.949,Major,0.0509,118.729,0.953,Rock
0.182,0.387,199707.0,0.916,0.0,E,0.1159999999999999,-4.865,Major,0.142,200.079,0.489,Rock
0.0793,0.336,462093.0,0.787,0.0648,A#,0.32,-8.802999999999999,Minor,0.0732,140.003,0.3829999999999999,Rock
0.447,0.466,244947.0,0.83,0.972,C,0.2319999999999999,-7.504,Major,0.0296,148.467,0.51,Rock
0.324,0.557,-1.0,0.665,0.000281,F#,0.0713,-6.19,Minor,0.0328,75.805,0.437,Rock
0.0649,0.449,217364.0,0.92,7.44e-06,D,0.0785,-5.008,Major,0.0634,162.25,0.85,Rock
0.0529,0.4,229173.0,0.479,2.14e-06,G#,0.115,-7.989,Minor,0.0308,166.15900000000002,0.213,Rock
0.1639999999999999,0.535,193987.0,0.605,0.401,B,0.5579999999999999,-9.715,Minor,0.0355,90.922,0.3989999999999999,Rock
0.48,0.214,313373.0,0.91,0.00839,G#,0.0517,-6.662000000000001,Major,0.389,175.56099999999998,0.447,Rock
0.017,0.633,179447.0,0.925,0.000149,F,0.0889,-4.767,Minor,0.0976,117.049,0.472,Rock
0.0162,0.55,271673.0,0.518,0.0286,C#,0.114,-8.949,Minor,0.0246,165.033,0.233,Rock
0.4679999999999999,0.534,213113.0,0.461,6.43e-05,A,0.0351,-6.603,Minor,0.0361,95.105,0.7829999999999999,Rock
0.947,0.215,232373.0,0.263,0.00028,B,0.0919,-14.416,Major,0.0378,172.332,0.307,Rock
0.103,0.54,-1.0,0.7440000000000001,0.0,C#,0.3289999999999999,-4.374,Major,0.0382,150.977,0.68,Rock
0.119,0.62,190147.0,0.8490000000000001,0.0,C,0.0606,-6.836,Major,0.0833,185.939,0.965,Rock
0.103,0.591,178840.0,0.959,0.0,A,0.779,-2.515,Major,0.057,163.88299999999998,0.86,Rock
0.000171,0.6409999999999999,199640.0,0.84,0.00179,C,0.109,-6.044,Major,0.0279,112.99,0.545,Rock
0.0194,0.562,183400.0,0.967,1.1e-06,F#,0.525,-3.467,Major,0.0637,82.38799999999999,0.8690000000000001,Rock
0.0269,0.7040000000000001,-1.0,0.589,0.11,E,0.154,-12.859000000000002,Major,0.0315,128.80700000000002,0.789,Rock
0.0824,0.433,219517.0,0.73,2.01e-06,G#,0.105,-4.933,Major,0.0315,84.13799999999999,0.346,Rock
0.1159999999999999,0.427,293440.0,0.4589999999999999,0.000103,A,0.132,-12.442,Minor,0.0332,129.878,0.3829999999999999,Rock
0.00548,0.3279999999999999,264677.0,0.867,4.33e-06,E,0.103,-5.53,Major,0.0812,145.25,0.336,Rock
0.0153,0.603,187827.0,0.862,0.0,G#,0.115,-4.461,Major,0.0429,98.075,0.396,Rock
0.0315,0.54,228387.0,0.773,0.0,D,0.176,-3.627,Major,0.0288,130.952,0.381,Rock
0.391,0.568,227067.0,0.494,0.0001139999999999,A#,0.109,-8.365,Major,0.0309,165.183,0.293,Rock
0.3329999999999999,0.752,-1.0,0.5660000000000001,0.13,A,0.108,-9.64,Major,0.0324,115.794,0.727,Rock
0.938,0.418,273467.0,0.273,4.06e-05,C,0.0897,-8.887,Major,0.0305,110.623,0.0585,Rock
0.0832,0.637,164733.0,0.89,1.9e-06,C,0.0892,-3.877,Major,0.0312,123.002,0.928,Rock
0.0873,0.542,203120.0,0.8590000000000001,0.0,D,0.145,-5.1370000000000005,Major,0.0424,140.9,0.637,Rock
0.00658,0.466,239010.0,0.857,0.018,D,0.173,-6.509,Major,0.0375,170.002,0.56,Rock
0.218,0.484,285333.0,0.6459999999999999,0.0148,C,0.1939999999999999,-7.215,Major,0.0289999999999999,120.382,0.623,Rock
0.0325,0.544,238493.0,0.5,3.78e-06,B,0.109,-8.253,Major,0.026,93.621,0.177,Rock
0.00274,0.478,273440.0,0.7879999999999999,5.84e-05,C,0.119,-5.438,Minor,0.0754,153.018,0.326,Rock
0.0309,0.579,202640.0,0.94,0.862,E,0.6559999999999999,-6.89,Major,0.0375,120.097,0.401,Rock
0.156,0.52,243493.0,0.737,7.55e-06,C,0.0866,-11.715,Major,0.0972,149.861,0.728,Rock
0.0101,0.391,316853.0,0.883,0.1,D,0.352,-4.467,Major,0.216,116.968,0.476,Rock
0.0003,0.5720000000000001,246667.0,0.944,0.00648,E,0.669,-5.231,Minor,0.139,130.14,0.268,Rock
0.0352,0.615,309093.0,0.931,2.37e-05,D#,0.0914,-7.8,Major,0.24,137.54399999999998,0.53,Rock
0.1159999999999999,0.61,200467.0,0.872,0.147,D,0.152,-5.428,Minor,0.0422,164.03799999999998,0.8420000000000001,Rock
2.75e-05,0.423,200813.0,0.818,0.000338,C#,0.407,-3.603,Major,0.102,171.03900000000002,0.496,Rock
0.0014,0.37,211827.0,0.901,0.0,F#,0.25,-3.393,Minor,0.05,167.995,0.401,Rock
0.272,0.62,231333.0,0.574,0.0,C,0.0607,-11.893,Major,0.0421,81.548,0.9,Rock
0.758,0.35,-1.0,0.293,8.21e-06,D,0.104,-9.502,Major,0.0258,96.685,0.162,Rock
0.00847,0.56,218013.0,0.936,0.0,D#,0.161,-5.835,Major,0.0439,112.96,0.371,Rock
0.00106,0.701,312587.0,0.564,0.00277,D,0.0657,-9.039,Major,0.0294,107.533,0.723,Rock
0.00201,0.672,275000.0,0.768,0.905,C,0.136,-7.718,Major,0.0347,122.583,0.858,Rock
0.327,0.591,329413.0,0.804,5.98e-06,C,0.0818,-7.298999999999999,Major,0.0454,111.457,0.6579999999999999,Rock
0.1939999999999999,0.644,190253.0,0.478,0.00376,B,0.106,-6.468999999999999,Major,0.0529,159.898,0.496,Rock
0.0183,0.422,361707.0,0.86,0.000686,A,0.209,-6.778,Major,0.0751,120.075,0.2019999999999999,Rock
0.238,0.556,208867.0,0.3929999999999999,0.0,B,0.0979,-6.589,Major,0.025,132.746,0.213,Rock
0.00867,0.557,234693.0,0.833,0.0,G,0.0621,-4.671,Major,0.073,125.909,0.449,Rock
0.0191,0.606,145311.0,0.852,0.0,A,0.0567,-3.766,Major,0.0514,130.804,0.868,Rock
0.321,0.603,192920.0,0.604,0.0,F#,0.166,-6.593,Major,0.0273,96.07,0.6409999999999999,Rock
0.0272,0.684,185991.0,0.764,0.0,F#,0.135,-4.734,Minor,0.0348,104.955,0.905,Rock
0.0603,0.6559999999999999,271134.0,0.816,1.82e-05,G,0.0322,-4.172,Major,0.115,80.005,0.524,Rock
0.00277,0.612,242773.0,0.6659999999999999,0.0,E,0.286,-5.8660000000000005,Minor,0.0317,120.048,0.353,Rock
0.00603,0.622,264000.0,0.873,1.25e-05,A,0.131,-4.255,Minor,0.0366,111.984,0.434,Rock
0.0134,0.657,-1.0,0.7170000000000001,8.22e-06,G#,0.145,-5.871,Minor,0.0387,120.035,0.728,Rock
0.265,0.524,241720.0,0.4029999999999999,3.09e-05,G,0.341,-8.772,Major,0.0316,94.693,0.183,Rock
0.546,0.5760000000000001,551787.0,0.0968,0.286,F#,0.226,-19.439,Minor,0.036,113.232,0.168,Rock
0.912,0.3879999999999999,155773.0,0.176,0.000336,A,0.0977,-16.952,Major,0.0299,97.628,0.342,Rock
0.00541,0.627,238800.0,0.6559999999999999,9.55e-05,D#,0.215,-6.162999999999999,Major,0.0358,140.107,0.555,Rock
1.05e-05,0.551,134733.0,0.928,0.000108,C#,0.145,-4.776,Major,0.0365,145.05700000000002,0.736,Rock
0.445,0.356,184640.0,0.331,0.0,G,0.8909999999999999,-11.065,Major,0.0435,111.995,0.263,Rock
0.128,0.534,295467.0,0.6629999999999999,3.63e-05,G,0.431,-5.48,Major,0.0286,141.525,0.573,Rock
0.188,0.6629999999999999,225240.0,0.8009999999999999,0.0,C,0.166,-4.086,Major,0.246,177.843,0.6779999999999999,Rock
0.524,0.557,-1.0,0.525,0.0,D,0.113,-6.324,Major,0.149,153.247,0.362,Rock
0.725,0.271,214733.0,0.31,1.99e-06,C,0.119,-7.967,Major,0.0309,169.614,0.16,Rock
0.84,0.445,225480.0,0.4589999999999999,0.95,A,0.107,-15.791,Major,0.0415,126.106,0.1369999999999999,Rock
0.00286,0.391,250627.0,0.557,0.0,G#,0.209,-4.47,Major,0.0291,145.861,0.142,Rock
0.00144,0.627,194533.0,0.63,0.19,A,0.337,-12.33,Major,0.0403,125.154,0.3229999999999999,Rock
0.0028,0.778,204133.0,0.899,0.0345,D,0.0263,-6.5520000000000005,Major,0.0451,119.995,0.8809999999999999,Rock
0.22,0.7040000000000001,238267.0,0.528,0.35,F,0.14,-13.382,Major,0.0358,117.472,0.73,Rock
0.00201,0.52,195717.0,0.847,1.41e-06,D,0.325,-4.222,Major,0.0741,120.255,0.612,Rock
0.000722,0.769,252240.0,0.675,0.000149,F#,0.0904,-13.326,Major,0.0724,101.884,0.8029999999999999,Rock
0.386,0.49,145747.0,0.715,0.0,G,0.311,-5.549,Major,0.0476,130.726,0.866,Rock
0.145,0.621,211085.0,0.568,1.65e-06,D,0.108,-8.795,Major,0.0311,148.047,0.7240000000000001,Rock
0.00172,0.6859999999999999,191288.0,0.7120000000000001,0.0,G,0.308,-6.417999999999999,Major,0.0843,150.005,0.7879999999999999,Rock
0.0063,0.501,249400.0,0.687,0.0,E,0.138,-4.399,Major,0.0289,89.00200000000001,0.486,Rock
0.0396,0.564,259840.0,0.696,0.00101,D#,0.0877,-7.381,Major,0.0608,135.97299999999998,0.3429999999999999,Rock
0.953,0.428,179773.0,0.244,0.000144,D,0.102,-15.447,Major,0.0269,100.495,0.39,Rock
0.142,0.46,283753.0,0.326,1.01e-05,G,0.0449,-10.699000000000002,Major,0.0418,152.54,0.321,Rock
0.268,0.612,236867.0,0.7240000000000001,0.0,C,0.141,-4.953,Major,0.0682,159.988,0.83,Rock
0.25,0.505,536227.0,0.476,0.00915,D,0.113,-12.897,Major,0.0711,99.31,0.542,Rock
1.83e-05,0.465,235293.0,0.919,2.07e-05,E,0.262,-4.025,Major,0.0408,135.997,0.537,Rock
0.0156,0.531,204733.0,0.6759999999999999,0.0028699999999999,B,0.0988,-6.172999999999999,Minor,0.0299,136.759,0.544,Rock
0.0263,0.55,-1.0,0.775,0.0,F,0.08,-6.18,Minor,0.051,77.52600000000001,0.664,Rock
0.1639999999999999,0.6579999999999999,188373.0,0.7879999999999999,0.0,G#,0.1169999999999999,-5.944,Minor,0.0437,116.043,0.4679999999999999,Rock
0.0018399999999999,0.351,217267.0,0.899,0.0001159999999999,G,0.284,-4.119,Major,0.0432,145.015,0.508,Rock
0.222,0.332,474360.0,0.623,0.000883,A,0.278,-12.365,Minor,0.0803,182.63,0.416,Rock
0.00253,0.63,-1.0,0.88,0.0,C#,0.209,-4.313,Major,0.0598,88.042,0.835,Rock
0.00103,0.2739999999999999,200080.0,0.908,0.0021899999999999,A,0.154,-5.419,Major,0.0691,148.246,0.483,Rock
0.153,0.644,183200.0,0.84,1.35e-06,C,0.294,-6.347,Minor,0.0511,99.936,0.935,Rock
0.000739,0.308,438120.0,0.866,0.00141,D,0.2319999999999999,-5.671,Minor,0.059,109.825,0.2269999999999999,Rock
0.000111,0.655,186034.0,0.893,0.0277,A#,0.0648,-2.745,Major,0.0538,134.0,0.873,Rock
0.017,0.4029999999999999,148573.0,0.956,7.09e-05,F#,0.0893,-7.376,Major,0.0732,157.70600000000002,0.561,Rock
0.0109,0.262,-1.0,0.777,0.113,B,0.12,-8.671,Major,0.0632,152.5,0.264,Rock
0.0373,0.562,263560.0,0.991,1.14e-05,G,0.425,-2.654,Major,0.0745,118.004,0.266,Rock
0.61,0.331,145840.0,0.236,1.12e-06,E,0.114,-17.043,Major,0.033,165.03400000000002,0.314,Rock
0.00445,0.7170000000000001,196673.0,0.77,1.79e-06,G,0.214,-6.082999999999999,Major,0.0268,110.501,0.7390000000000001,Rock
0.406,0.5660000000000001,396968.0,0.5379999999999999,0.0004969999999999,F#,0.979,-5.729,Major,0.0346,121.154,0.315,Rock
0.0626,0.36,264067.0,0.505,9.22e-05,G,0.172,-9.129,Major,0.026,74.807,0.317,Rock
0.0241,0.427,279333.0,0.6829999999999999,0.000107,C#,0.0476,-8.513,Minor,0.0323,131.024,0.882,Rock
0.108,0.397,224027.0,0.507,0.118,E,0.109,-11.765999999999998,Minor,0.0358,117.971,0.3429999999999999,Rock
0.00628,0.397,181173.0,0.962,0.0,A,0.238,-3.386,Major,0.0639,177.92700000000002,0.542,Rock
